,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,length
0,155.4442521813628,143.26429679177025,145.1592243739537,148.96941405457335,150.3256200815176,172.36329586474926,173.36057132869573,129.17709048382648,121.1337767266608,73.25770182423777,62.51058928997486,285.24064368706246,286.70131524816736,372.5534114589939,374.22425941368203,445.84974511877283,443.5774635835127,3.1031
1,150.07507160731726,142.70283166464273,144.38268715994698,149.6556631806609,149.74937959150836,171.32391075035196,170.91281965181426,124.43419899878565,119.48665549538353,74.56610394762708,61.080350950166775,282.13723361027706,284.25925849320055,372.82190947099167,374.7388636601436,446.2578747241528,443.2021153933042,0.0
2,152.66960814092067,141.93950747205065,143.20709074936903,149.55774797712053,148.52628425499063,170.7059893174605,171.73287837536304,120.90232814442028,120.12457637043742,74.56966268861449,67.13791419778552,280.40665886618876,284.5844489010898,373.2673827827751,374.90504703274024,446.2696377642743,443.4468010741395,0.0
3,153.65788041151964,142.01247871696174,144.94487594009993,149.48890262455134,150.60115464941248,170.8531570682278,174.18407509543678,116.80408710628362,119.49254905403434,66.83548989234032,67.82303805010659,280.10614489270495,287.1930622249455,372.7650177695534,374.7788625444685,446.37642407107666,443.20571225649354,0.0
4,153.79185252994685,141.98203312266958,144.9254978229473,149.4216196134493,149.99606769115894,171.90063813444857,174.37102904877105,126.85862256334974,117.42337625676936,73.33962844254134,71.24060897084026,280.0675612115241,287.22082856413607,373.03225841769927,374.6815198427671,446.62756377381163,443.074903612013,0.0
5,153.38727698388038,142.3246259813185,144.4661065634195,144.88872126789838,149.85702665750082,171.8145836173714,173.20884630277558,127.0964141449371,117.58972415676365,73.83667774943562,78.76532200404576,280.02761048155946,284.4217727710674,372.8651066074124,374.97204713697556,446.8836192341594,443.4842905812449,0.0
6,152.58189062638718,142.17402589475955,144.74426086227615,144.93028784417487,149.1525363922119,171.1247322776101,173.19320014854532,124.88786791516588,116.73714184451413,71.36391122000558,76.9085514019062,279.64380016574614,283.7745153006021,372.4848530261548,374.12835732992596,446.9729937268542,442.5330319590383,0.0
7,153.04147751300366,142.6813615080598,144.6568633735954,144.9142791946213,148.2608567522718,170.01819055730647,170.4907888189539,116.97300591406885,121.1874320538013,78.29242010240431,76.81499684321416,278.59431333665725,283.05466111913904,371.8757297961743,374.3704400000634,445.9609522633738,442.17947462007595,0.0
8,153.02403359598927,142.05565311382344,144.42634042516931,144.89695031302315,147.95021765572685,170.09914405624588,169.16040824295638,117.22380184817624,123.81577930202732,77.05277839264312,64.54732444069603,279.1325801007159,283.77990390728047,372.4670198613947,375.0973849110789,446.6387275596718,441.8440661244578,0.0
9,153.57966702944273,143.02846348750128,144.41685267857144,144.18294688633512,148.107670375279,170.0196271623884,169.65628044326584,116.67021129657697,123.98588993022969,72.25122486461292,64.84214282345462,278.55388106308976,283.1186154600862,372.3494349392978,375.3079853305569,446.8422198605228,441.81552062096534,0.0
10,153.91537682421796,143.02979843337815,144.82520165381493,144.91055391980456,148.61624663216728,170.78717556247463,169.94755011719542,117.38189796348671,125.0918430972409,78.7025701844847,65.30365287483512,279.4545990089317,283.5152716203169,371.58252592210647,374.60152876222287,446.3387901008903,440.77595827176975,0.0
11,153.29520450938833,142.47543741201426,144.82942184844575,144.20724076110048,148.6260741345294,170.90070481733844,170.73648707897632,117.16327984302075,124.32128371201553,78.62216042853021,65.00575261301809,280.0739563780946,283.26197299709565,372.21569957980864,375.49565357356875,446.309263452307,440.914226160421,0.0
12,153.37561760939562,142.40677464472785,144.85824223307822,144.85460122839197,148.66540621472643,171.49515300602107,171.00843882870365,115.74076793720197,124.53367788141425,75.27415496033508,69.96958566640879,279.93604362785044,282.8386440029392,372.36245801851345,375.7032684227089,445.7815973356173,441.56062153407504,0.0
13,153.7159024028035,142.65957299765054,145.311445657309,144.31515602012735,149.55990221593288,171.73467680695768,174.57524634026862,133.5019205266779,117.36446207219905,79.65088068974482,77.83419792373459,279.8713723219834,287.0543589406199,372.26004707039175,374.94032678975685,446.3836418746354,442.0522146844245,0.0
14,153.98502374624277,142.8554689481661,145.39895684378487,144.46907608230393,149.58621389215642,171.38845096934926,174.0826031573407,130.63547605043883,117.56921173690202,73.95928410121373,78.49440891711743,280.0334144195953,286.90393274480647,370.7730290549142,375.1564382082456,445.7943997073483,442.22814329568445,0.0
15,153.9896091114391,142.93820750248898,145.5358463138729,144.2311333495301,149.54922465534955,171.23282945310916,174.31653971486278,131.85271929456042,117.33053732537604,74.47397930591137,78.53084437878101,280.1243566042417,286.6431340799703,370.4747897061435,375.43902672111216,445.69997703254995,442.31592133757357,0.0
16,152.10181104982055,142.50238913994332,144.09265211031035,142.77792571426986,147.98620100145217,171.02108603638487,169.9169961755926,129.39699940867237,121.49134826660156,74.26251478319044,78.2405030139081,280.6022699034059,282.3593937514664,371.47819013719436,374.9584649321321,446.51179801643667,442.1365951686711,0.0
17,152.5546252263057,142.34122719702782,144.26410437249518,143.20182319740198,148.29401036051962,170.941654750279,169.68683037200532,121.81889155003933,122.88034875052315,81.0534205746341,78.46378274397416,280.55232313081814,282.49258202391786,371.9397269409972,375.2090682487983,446.84945371553493,442.21491288519525,0.0
18,152.94872786782005,142.98813421075994,144.7336200862736,143.3481107934729,148.23451096670968,171.1260946447199,170.34326927383225,131.22239610746308,122.44934849924856,75.53393168263621,78.01784795290465,280.51607359849015,282.50103913344344,371.1359504105209,375.1306916769449,446.83370857734184,442.37283644738136,0.0
19,152.65797886291108,142.92924276574865,144.34785149314186,143.5843667860155,147.94576270858963,171.3141808943315,170.73051259424778,120.07408050438026,121.96158362054206,80.12243226286652,77.48028611517572,280.4081061722396,282.4735202541599,371.0571805780584,374.9969884203626,446.907174742067,442.46273863160764,0.0
20,152.52780759489383,142.9365715918603,144.31434675935026,143.99653868241745,147.8175985410616,171.32896963342444,170.81005824695933,121.40970923683861,122.46440208732308,79.84066772460938,77.25518855800877,280.74829800097973,282.4223776482917,371.9029650997806,374.7448468394094,447.20361967210647,442.3366986064168,0.0
21,152.2627680022995,142.73473392833364,144.03794340653855,143.8028618453385,147.6425173127806,171.31056129158318,170.74295915876115,119.20814538930918,122.25614250480355,79.77648465045087,77.21203957594834,281.31481398545304,282.5820233976686,372.27929410067475,374.7551973516291,446.7105257108614,442.3117232136912,0.0
22,151.5927549213558,142.12240709577287,143.9221789867847,143.11022290316495,148.03911729292437,171.45643288748605,170.25918172861074,128.97792003681133,123.83831019215769,74.28443839333275,65.2259839045537,280.857784296011,282.66496928326495,371.67735657134614,374.92482643622856,447.3817118855266,441.9372234096775,0.0
23,151.27452515936517,141.47661164519076,144.13608065518466,141.9555294978154,147.79607889249726,171.6850891856404,169.66599157259063,135.18109517283253,122.17059026445662,79.43898812826578,74.48189066602038,280.7941583410486,282.9511666979109,372.0738381720208,375.56739019418694,447.18685125375725,442.3003868747067,0.0
24,150.9291881709904,140.7791933827586,143.6805216801631,148.1704763684954,147.17453049994134,171.78772418529957,170.72841854838583,121.5375216100123,123.00567716127867,77.9393804228151,73.23968607419498,280.5319324344784,282.49411961939427,372.12262522709835,376.93532983358807,446.3885683332171,441.8112569536482,0.0
25,149.89198271020666,138.23031855248786,142.86775232290293,146.46609090829824,145.93855855372044,171.5422707099419,170.10993063295044,118.4678891417268,122.24839700971332,78.62087363701362,68.16256512295116,281.06360740166207,283.5096295344365,371.44860597090286,376.8900005291035,446.1872951458027,441.68309278612014,0.0
26,147.92443099579253,137.34399675394033,140.8694874899728,145.91209773274213,145.11509491561296,172.07394367069392,170.0931207483465,123.68411458003057,123.27212125604804,74.89592921269404,71.26136115928749,283.1391298863795,283.95577901369563,372.1169376620999,377.06833485194613,445.63882367022626,441.84901666021966,0.0
27,148.44671051223557,138.76064887604156,142.50871073735226,146.13414952662083,145.7254902232777,173.15711982528885,172.15322046156055,137.14321948955586,118.83754274442599,75.74098272447462,68.25835359251344,283.9955672226943,285.50486331791075,371.978904525955,377.1858221277014,447.494933487533,442.1320920671736,0.0
28,150.79600391140232,140.07215227399553,142.6354984927487,147.58282998320345,145.87524426447882,172.70374050388088,169.43526798099666,136.89942466438592,119.83043749920733,77.73048747669567,66.78857337499593,283.6343252504027,286.36916787283764,372.7546431801536,376.6263861718116,446.7770643358107,442.959069635961,0.0
29,151.5691432333612,140.062387639826,142.3293517967323,146.76593272716968,145.81584786749505,177.0421761599454,173.7116554062088,136.3156440041282,121.93448876715325,81.40476415064428,72.59530649556743,285.8989244931704,286.96319136681495,373.4161101997673,376.56324510450486,443.1257144878437,442.9185938897071,0.0
30,151.8828555144273,140.2210094402363,144.07466645674273,146.20315606253487,147.137227590982,176.51764475834835,175.9173006701779,134.15803171133066,124.914792221862,82.49957894659661,69.95558077329166,288.14604504077465,287.25469713087205,373.52429699588134,375.8566293592577,443.2422373387721,442.47994779611565,0.0
31,151.47292246137346,141.27539865072671,144.4826074575449,144.7027758808879,147.80245332594043,178.71484996746113,179.58025728649906,129.26550958063694,128.017742825793,84.8023605842095,78.8739702794459,285.80072170108946,287.83016581349557,373.62327293296914,376.89067870301085,443.9222304108855,442.7164853579038,0.0
32,152.4511853131381,143.03126179088247,144.65219908875304,147.61663835698909,147.26417117923884,182.79918676846987,175.85631551370992,139.1116837959785,141.16123937631582,86.98834950583321,88.23007573090591,303.44610853319045,289.599905435141,374.4946100309298,377.9416048124239,443.47794490665586,444.3798937983327,0.0
33,154.80489001955306,144.88501070691393,144.45415625634132,154.82942165647233,147.0591218874052,176.5557843493177,183.40395169443897,138.1242171076985,138.3978893725903,94.4100713977566,91.10319677575842,304.5180326189314,295.4069514336524,374.83207378139747,372.7171362839736,444.6593078018783,445.6191927426821,0.0
34,155.26915155757558,145.75351739858652,143.8062915058879,155.82777323660912,148.73236685913878,178.943927616268,185.5297760901513,144.89546020309646,146.67521793811352,103.09609772323014,94.83626992361886,304.26350472190165,294.13734901725473,377.6345966884068,371.26236229438285,445.16754497181284,445.1973625529896,0.0
35,157.24393050159728,148.55043433548568,146.87858249614766,157.28079692806517,152.40751098038314,190.60234035145152,187.75893840542088,156.99120281269023,156.78950869262994,107.56575869275377,102.22939548244725,303.9164615977894,306.17023547284015,379.22857339660845,379.4537226193911,446.1132315660452,445.8846342904227,0.0
36,163.3257845098322,154.62899434721317,154.5112581067271,161.2346556651128,158.2645490633977,195.66532858316,186.04799325125558,164.56023357440898,160.40060241501052,117.7045107754794,109.67025421811388,292.232345135181,305.74373765425247,377.61468118196956,381.2298547323648,447.8261960264924,446.0134936865274,0.0
37,166.8616254236791,157.8434897614764,157.03057110270896,163.13832827976773,161.09454620658576,195.1254479792211,195.58361330899325,178.76647060567683,176.23994525067218,127.82040425090047,117.6312171638786,294.0066433696004,303.3077062136167,380.20157237486404,371.2915030392734,447.0894538767926,445.09772549666366,0.0
38,168.5683818173099,161.14766782289976,162.08758575885327,166.22526354603954,163.25614996080276,202.9624346819791,195.94982588136352,187.48839048905808,186.95660182407926,145.6161865135292,131.8231043629832,303.220314744231,305.27864144065165,381.5738542929485,380.52674087920747,447.1276439629592,444.9465228117906,0.0
39,173.74017348846832,164.94350482891133,168.19642416223303,169.7493848924513,169.0046242057503,202.4950936057351,201.79053913463247,198.91696513782847,188.04536923495206,153.84012694173046,137.36756262841163,305.0361889182747,306.1381004630745,383.88767947159806,374.3289102083677,442.4405896323068,444.89149809502936,0.0
40,177.44647331361648,169.43173733005275,169.59114966454445,174.43149453943425,176.99640343405983,210.19466816295278,207.73398570271283,206.0177094595773,196.4881555136148,165.8653912977739,147.44713367115367,308.2507900882077,307.0644699691178,388.0836661697982,378.80741185027284,440.78951706824364,444.6375697866663,0.0
41,182.23741984057736,174.6904061552766,174.73389154904848,178.66454722045304,177.8913132618,219.28234030983666,214.32763518296278,216.80554754083806,208.9863896555715,176.15100682246222,160.85667102367847,310.27381629448433,309.39258615072674,385.71050258735556,375.8883162659484,441.5100173207073,445.183256669478,0.0
42,187.62327954676243,180.3243368105455,179.5700758474988,184.31305150861866,183.30657822745187,225.4183829171317,220.51040223356966,223.52528520063922,226.6497705013721,186.82592961695286,183.1503674891088,311.77450412898867,311.33331923051315,383.8598735053818,375.63318911465734,447.8253218074898,445.2684912248091,0.0
43,188.71941658119104,182.88284961898606,182.5088892106886,189.53146362304688,186.93429164143353,224.10102287050967,220.67592849979152,242.67076629787297,226.3077096815233,203.99694099054707,188.37047938557416,321.64115933009555,314.3046492539443,386.08725461092865,383.20802515203303,447.0480506574953,442.7400776503922,0.0
