,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,length
0,147.88457256168513,136.83650597659025,140.54127472716493,146.25668431566908,146.18427152757522,172.58267776687424,167.4309129591112,129.8824154246937,123.5442341891202,70.33293171672078,47.12428769198331,286.7270982296436,287.8289566040039,369.686391136863,371.1450542598576,443.4502267218256,444.0320638185972,2.435766666666667
1,148.06950804475065,137.02706364842206,140.96863464256387,146.26471472405768,146.514122876254,172.31145368303572,167.12593133108956,116.11645755520115,123.96958165354543,70.33067648751395,47.46280749432452,286.55184277621186,288.2411338508903,370.03077440137986,371.156266200078,444.1680356805975,443.24722532792526,0.0
2,149.46401417719855,138.6310614796428,141.7597191550515,147.4990226696064,148.8367340781472,170.99548864983893,168.2827515540185,116.61489798805931,118.09945411186713,68.27668970281428,59.79214021757052,286.27542002789386,288.16273855234124,369.84428794662676,370.8991994981642,444.1617796266234,443.1859729816387,0.0
3,149.64363127869444,138.80536555005358,141.90344253143707,147.42527292920397,148.77708821482472,170.93144268184514,168.3315352650432,116.49373626708984,124.75501939847872,67.92024845271915,59.926453429383116,286.07530254512636,288.0716278274338,369.7280968257359,370.8921823377733,444.152443031212,443.17482524723204,0.0
4,150.7545202676352,139.02997688194375,143.6776357625986,147.52397130990957,142.91576757059468,170.32810131915204,170.23877431200697,115.36193223433061,128.93322877760056,67.27034249243798,59.22661005986201,286.46583808552134,288.67569217434175,369.37743744292817,370.73133072295747,443.52662628966493,443.00508380245856,0.0
5,150.43286385474266,138.8964796190138,143.49683821046509,147.64523067722072,142.9323380210183,170.54031223445745,170.21501414806812,115.53574807303292,128.82098230139002,67.4442773794199,58.6869214045537,286.5968647622443,289.0884874021852,369.5798924186013,370.84191854898035,443.53957446209796,442.94037771844245,0.0
6,152.21037037341625,140.62865081390777,142.87718790227717,148.67058280845743,148.72718290849167,179.28845066219182,170.82408721725662,125.72979072471718,125.84868517788973,69.13413961831625,61.69212802044757,287.1817272235821,289.3853108790014,370.24409888626695,371.0599534666384,443.44952714598026,443.64968341976015,0.0
7,152.11371688099652,140.61971149196873,142.70434317650734,148.80486726141595,148.61641717885996,179.51670232995764,170.72927596352318,126.17582048688617,126.62034810053838,69.13705563235592,61.61720652394481,287.3333198250114,289.37698284991376,370.30425638966744,371.1221301091182,433.23318768786146,443.734813640644,0.0
8,152.86205704181225,141.16040603835862,143.34095719572787,148.64834619497324,149.31239883621018,171.38411507049165,172.2229412871522,118.81557365516564,124.79428392880924,77.54205143916143,63.21985586587485,283.6405665905445,289.9946213759385,370.2682957835012,370.5448141717292,443.75379849718763,443.5661583442193,0.0
9,152.73844613657369,141.134492304418,143.35431066735998,148.86060994631285,149.44973908461535,171.3721875029725,172.18829154968262,118.95290989070745,124.62731671023678,77.09026388688521,63.10237260298295,283.7728620008989,290.0416655106978,370.297692682836,370.5729670834232,433.6884283090567,443.6885480013761,0.0
