leftHip,rightHip
-0.6391046390079167,-0.6570366304172541
-0.6390128648411109,-0.656931332122185
-0.6389210906743049,-0.6568260338271158
-0.6388293165074992,-0.6567207355320466
-0.6387375423406934,-0.6566154372369775
-0.6386457681738874,-0.6565101389419082
-0.6385539940070817,-0.6564048406468389
-0.6384622198402758,-0.6562995423517699
-0.63837044567347,-0.6561942440567006
-0.6382786715066642,-0.6560889457616316
-0.6381868973398583,-0.6559836474665622
-0.6380951231730525,-0.655878349171493
-0.6380033490062466,-0.6557730508764239
-0.6379115748394408,-0.6556677525813549
-0.637819800672635,-0.6555624542862857
-0.637728026505829,-0.6554571559912163
-0.6376362523390233,-0.6553518576961473
-0.6375444781722175,-0.655246559401078
-0.6374527040054115,-0.655141261106009
-0.6373609298386057,-0.6550359628109396
-0.6372691556718,-0.6549306645158705
-0.637177381504994,-0.6548253662208013
-0.6370856073381882,-0.6547200679257321
-0.6369938331713825,-0.6546147696306629
-0.6369020590045765,-0.6545094713355938
-0.6368102848377707,-0.6544041730405247
-0.636718510670965,-0.6542988747454554
-0.636626736504159,-0.6541935764503862
-0.6365349623373532,-0.6540882781553171
-0.6364431881705475,-0.6539829798602479
-0.6363514140037415,-0.6538776815651787
-0.6362596398369357,-0.6537723832701096
-0.63616786567013,-0.6536670849750403
-0.636076091503324,-0.6535617866799712
-0.6359843173365182,-0.653456488384902
-0.6358925431697123,-0.6533511900898328
-0.6358007690029065,-0.6532458917947637
-0.6357089948361007,-0.6531405934996944
-0.6356172206692948,-0.6530352952046252
-0.635525446502489,-0.6529299969095561
-0.6354336723356832,-0.652824698614487
-0.6353418981688773,-0.6527194003194178
-0.6352501240020715,-0.6526141020243487
-0.6351583498352656,-0.6525088037292794
-0.6350665756684598,-0.6524035054342102
-0.634974801501654,-0.6522982071391411
-0.6348830273348481,-0.6521929088440719
-0.6347912531680423,-0.6520876105490027
-0.6346994790012365,-0.6519823122539335
-0.6346077048344306,-0.6518770139588643
-0.6345159306676248,-0.6517717156637951
-0.634424156500819,-0.651666417368726
-0.6343323823340131,-0.6515611190736568
-0.6342406081672073,-0.6514558207785877
-0.6341488340004015,-0.6513505224835184
-0.6340570598335956,-0.6512452241884493
-0.6339652856667898,-0.6511399258933801
-0.6338735114999839,-0.651034627598311
-0.6337817373331781,-0.6509293293032418
-0.6336899631663723,-0.6508240310081725
-0.6335981889995664,-0.6507187327131034
-0.6335064148327606,-0.6506134344180342
-0.6334146406659548,-0.650508136122965
-0.6333228664991489,-0.6504028378278959
-0.6332310923323431,-0.6502975395328267
-0.6333173071091643,-0.6504242856460968
-0.6334035218859856,-0.6505510317593669
-0.6334897366628068,-0.650677777872637
-0.6335759514396281,-0.6508045239859073
-0.6336621662164493,-0.6509312700991774
-0.6337483809932706,-0.6510580162124475
-0.6338345957700918,-0.6511847623257176
-0.6339208105469131,-0.6513115084389878
-0.6340070253237343,-0.651438254552258
-0.6340932401005556,-0.6515650006655281
-0.6341794548773768,-0.6516917467787982
-0.6342656696541981,-0.6518184928920684
-0.6343518844310193,-0.6519452390053385
-0.6344380992078406,-0.6520719851186086
-0.6345243139846619,-0.6521987312318788
-0.6346105287614832,-0.6523254773451489
-0.6346967435383044,-0.652452223458419
-0.6347829583151257,-0.6525789695716891
-0.6348691730919469,-0.6527057156849594
-0.6349553878687682,-0.6528324617982294
-0.6350416026455894,-0.6529592079114996
-0.6351278174224106,-0.6530859540247698
-0.6352140321992319,-0.6532127001380399
-0.6353002469760531,-0.6533394462513101
-0.6353864617528744,-0.6534661923645801
-0.6354726765296956,-0.6535929384778503
