,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,length
0,445.85473977438943,444.72315205861696,439.02161438078974,464.1553709305059,427.5779681042789,471.56089068521896,420.1557369147155,485.5112079773403,395.89132867277465,469.24272171632674,395.7541634954988,469.92870948644133,422.78235289529744,488.15838115176336,417.07094098979616,494.3900078012543,405.8207767254176,2.435766666666667
1,445.64653688518644,444.56140844109865,438.6824699957339,463.8611921335932,427.61153653330473,471.576711079341,419.9978839483162,482.8202680386548,396.5440024025904,469.253481543259,395.7829311875319,469.7896499973881,423.4974634133689,488.10505746555185,417.61223462857254,494.522093366195,405.94389814855793,0.0
2,445.225595641455,444.3483123099113,439.6279505918143,463.63645397713424,426.56403653511853,470.1534904944773,420.23335336398935,480.0136155784573,400.06741890758497,464.9481400692445,406.10128416880457,471.9653021031645,425.06084062369405,487.80370204976555,417.7485182876927,494.4298359614425,405.98119534496743,0.0
3,445.258780446839,444.5194819140045,440.01585871114065,463.6415961663755,426.76432276551475,470.2784524948778,420.3806961308971,479.92084055386186,403.3283327734665,464.44958305642297,406.7147337416129,471.98786515892,425.14940395043476,487.83673789490564,417.73705583093425,494.4156568507383,405.9521671425535,0.0
4,444.73113605561616,449.2125737047125,436.7450889825467,463.4585335492025,427.92998496703194,469.8172627373932,421.21967559406346,478.6071628836962,402.8711812669774,462.44838448194304,410.86856020152305,472.7403687793114,425.29585567661417,487.87936297072343,417.97999298413123,494.35740115206806,405.79799907168524,0.0
5,444.81020741795714,448.91413015561153,436.83863805626333,463.31365304751347,427.76223124579195,469.6097849240806,421.3858716944883,478.4590106981116,402.8242104971037,462.1055310548326,411.2941402985118,472.3376374152582,425.0782138773449,488.1376430290415,418.03512459878226,494.4374615015991,405.7129342701247,0.0
6,441.6277799563812,449.3210800193571,440.7515726755491,462.9106237629725,427.70169897207006,474.0913660919507,420.49980583020874,479.79843060293666,404.3055350996587,461.22408091756245,412.6750684174174,471.83003259803354,425.1959856551965,488.53458126799313,418.15606399241386,494.4322546949004,405.68386457650126,0.0
7,441.5106618351249,449.24489807763746,440.6497410041616,462.9681230972993,427.3932342756025,474.1774419866735,420.21596514629573,479.89548262302804,404.3448021082432,461.0902642849473,412.8834631184412,471.7115221406163,425.03623701665236,488.64650142493963,418.15403976553796,492.78398306904717,405.68050412862476,0.0
8,440.99643474879275,448.58283237043497,440.52056118425253,461.6319510699381,427.8297551284042,471.6074138941772,420.4752552775005,476.0094417895109,406.43747723651677,458.62453557052726,410.70514605268505,468.554655984819,424.6158385595631,488.67991341170017,417.8242649118047,494.54332122122554,405.59280021406744,0.0
9,441.0741090136864,448.50149735653383,440.6190946445777,461.649598777737,427.9234463605272,471.6171541256501,420.5166036483969,475.91395147133727,406.699584688864,458.4012149170285,410.6048257496169,468.53887436117145,424.6852744387305,488.69429929826805,417.7760147162745,493.15265831231716,405.5910317362861,0.0
10,440.67964868418,448.4971992753413,441.06534008462575,462.12389261548975,428.4917616596194,474.91632322677003,420.81740675496843,475.62538759138044,405.4888167813487,458.48423270555696,411.1306295635796,469.6760701920621,425.0421763812628,488.99825981786313,417.4230258709254,493.021923592328,405.7214107201677,0.0
11,440.3614845672653,448.3965524840674,440.95332470195257,461.949560156903,428.33660154073414,474.89585173608293,420.76066854627135,475.5403979501257,405.413563970648,458.5852848863531,411.4261394801147,469.62299613329134,424.89147078583534,488.907007724711,417.5035943177267,493.07734088415907,405.768316872584,0.0
12,440.616097754922,448.85951684098717,441.11176602730603,463.68192494181255,427.8783420148966,474.49384680828757,420.85034805456564,477.6869320692315,404.72746260984513,458.9663415146441,411.48037461256735,472.17093865903314,424.94022771826826,488.6791584077243,417.59068776735757,494.6469900689543,405.6722677834498,0.0
13,440.4130261720201,448.5736015965999,441.00513974057975,464.11528634103945,427.6770355088573,474.67680943844755,420.69506074131687,477.57420997562946,404.66616036810456,458.6752296663146,411.3735775997168,472.0402930431168,425.03033030086254,488.70546859582504,417.56089979968135,494.4287293024616,405.5958447165865,0.0
14,441.6514680360791,449.710579088503,437.34198084203484,464.4224199178846,425.74803844072136,474.0813837150585,420.4026007687709,484.7782708631405,402.38046133146247,464.3561067623688,411.5594119657202,471.3074494541843,424.42161072593564,488.5044382443931,416.32554460953463,494.59553008625096,405.68280553038375,0.0
15,441.6433765700455,449.7258410517564,440.7595287850141,464.39052270036217,425.54320858279453,474.02320895825596,420.3266936212911,484.6716544390788,402.3311670538575,464.3653817481485,411.4000557932067,471.32798148122623,424.5351211525179,488.6454893115017,416.2004329687065,494.5688464772648,405.595663107522,0.0
16,444.7605131923001,450.49379980758965,439.471181158148,465.11847440767787,426.4281385401914,473.1009022229494,421.7356670770744,486.8500776135018,400.2990840554769,473.47290220444836,411.70593443101086,472.5264618690797,425.57143960983933,488.83663523250317,416.0262487901798,494.8796510058739,405.5922825942245,0.0
17,444.62641360323994,450.61166273006535,439.599412121709,464.92033483723475,426.5478046298204,473.26713777403245,421.769699391426,487.1407364594458,400.29071371410083,473.82291932694096,410.97813236412287,472.62065371645156,425.57600228251533,488.7884925060074,416.03647467285884,494.8611778950798,405.55788842211155,0.0
18,444.59720107102646,451.44147909768094,439.46538599249516,467.6496619668085,425.5948073229854,474.10670627633675,423.44700534134705,490.42081246227247,392.37207421222024,476.59657811339156,408.68490845452095,473.4210123456074,429.45403191168276,489.20216258532224,414.9749115352999,494.48607967654453,406.5994415736659,0.0
