leftHip,rightHip
-1.4206181057313247,-1.485835106615577
-1.4206420333943288,-1.485829345475042
-1.420665961057333,-1.4858235843345067
-1.4206898887203367,-1.4858178231939716
-1.420713816383341,-1.4858120620534363
-1.420737744046345,-1.485806300912901
-1.420761671709349,-1.4858005397723657
-1.420785599372353,-1.4857947786318304
-1.420809527035357,-1.4857890174912953
-1.420833454698361,-1.48578325635076
-1.420857382361365,-1.485777495210225
-1.4208813100243691,-1.4857717340696897
-1.4209052376873732,-1.4857659729291544
-1.420929165350377,-1.485760211788619
-1.4209530930133814,-1.4857544506480838
-1.4209770206763852,-1.4857486895075487
-1.421000948339389,-1.4857429283670136
-1.4210248760023934,-1.4857371672264783
-1.4210488036653972,-1.485731406085943
-1.4210727313284015,-1.4857256449454077
-1.4210966589914054,-1.4857198838048724
-1.4211205866544094,-1.4857141226643373
-1.4211445143174135,-1.485708361523802
-1.4211684419804176,-1.4857026003832667
-1.4211923696434217,-1.4856968392427317
-1.4212162973064255,-1.4856910781021964
-1.4212402249694296,-1.485685316961661
-1.4212641526324337,-1.4856795558211258
-1.4212880802954375,-1.4856737946805905
-1.4213120079584418,-1.4856680335400554
-1.4213359356214457,-1.4856622723995203
-1.4213598632844497,-1.485656511258985
-1.4213837909474538,-1.4856507501184497
-1.421407718610458,-1.4856449889779144
-1.4214316462734617,-1.4856392278373793
-1.4214555739364658,-1.485633466696844
-1.42147950159947,-1.4856277055563087
-1.421503429262474,-1.4856219444157737
-1.4215273569254778,-1.4856161832752384
-1.4215512845884821,-1.485610422134703
-1.421575212251486,-1.4856046609941678
-1.42159913991449,-1.4855988998536327
-1.4216230675774941,-1.4855931387130972
-1.4216469952404982,-1.485587377572562
-1.421670922903502,-1.485581616432027
-1.4216948505665064,-1.4855758552914917
-1.4217187782295102,-1.4855700941509564
-1.4217427058925143,-1.4855643330104211
-1.4217666335555184,-1.485558571869886
-1.4217905612185222,-1.4855528107293507
-1.4218144888815263,-1.4855470495888154
-1.4218384165445304,-1.4855412884482804
-1.4218623442075344,-1.485535527307745
-1.4218862718705385,-1.4855297661672098
-1.4219101995335426,-1.4855240050266747
-1.4219341271965464,-1.4855182438861392
-1.4219580548595507,-1.485512482745604
-1.4219819825225546,-1.485506721605069
-1.4220059101855584,-1.4855009604645337
-1.4220298378485627,-1.4854951993239984
-1.4220537655115666,-1.4854894381834631
-1.4220776931745707,-1.485483677042928
-1.4221016208375747,-1.4854779159023928
-1.4221255485005788,-1.4854721547618575
-1.4221494761635827,-1.4854663936213224
-1.422173403826587,-1.4854606324807869
-1.4221973314895908,-1.4854548713402518
-1.42226859884188,-1.4854736177134
-1.422339866194169,-1.4854923640865487
-1.4224111335464582,-1.485511110459697
-1.4224824008987476,-1.4855298568328454
-1.4225536682510365,-1.485548603205994
-1.4226249356033258,-1.4855673495791424
-1.422696202955615,-1.4855860959522906
-1.4227674703079038,-1.4856048423254393
-1.4228387376601932,-1.4856235886985876
-1.4229100050124823,-1.485642335071736
-1.4229812723647712,-1.4856610814448843
-1.4230525397170606,-1.485679827818033
-1.4231238070693497,-1.4856985741911812
-1.4231950744216388,-1.4857173205643295
-1.423266341773928,-1.4857360669374782
-1.423337609126217,-1.4857548133106264
-1.4234088764785062,-1.485773559683775
-1.4234801438307954,-1.4857923060569234
-1.4235514111830845,-1.4858110524300718
-1.4236226785353736,-1.4858297988032203
-1.423693945887663,-1.4858485451763688
-1.4237652132399519,-1.485867291549517
-1.4238364805922412,-1.4858860379226655
-1.4239077479445303,-1.4859047842958137
-1.4239790152968193,-1.4859235306689624
-1.4240502826491086,-1.4859422770421107
-1.4241215500013977,-1.4859610234152592
-1.4241928173536866,-1.4859797697884076
-1.424264084705976,-1.485998516161556
-1.4243353520582651,-1.4860172625347043
-1.4244066194105542,-1.486036008907853
-1.4244778867628434,-1.4860547552810013
-1.4245491541151325,-1.4860735016541495
-1.4246204214674216,-1.486092248027298
-1.4246916888197108,-1.4861109944004465
-1.424762956172,-1.486129740773595
-1.424834223524289,-1.4861484871467434
-1.4249054908765781,-1.4861672335198919
-1.4249767582288673,-1.4861859798930404
-1.4250480255811566,-1.4862047262661888
-1.4251192929334455,-1.4862234726393369
-1.4251905602857349,-1.4862422190124853
-1.425261827638024,-1.4862609653856338
-1.4253330949903131,-1.4862797117587823
-1.425404362342602,-1.4862984581319307
-1.4254756296948914,-1.4863172045050792
-1.4255468970471805,-1.4863359508782277
-1.4256181643994696,-1.4863546972513761
-1.4256894317517588,-1.4863734436245244
-1.425760699104048,-1.4863921899976729
-1.425831966456337,-1.4864109363708211
-1.4259032338086262,-1.4864296827439696
-1.4259745011609153,-1.486448429117118
-1.4260457685132044,-1.4864671754902665
-1.4261170358654938,-1.486485921863415
-1.4261883032177827,-1.4865046682365632
-1.4262595705700718,-1.4865234146097117
-1.426330837922361,-1.4865421609828602
-1.4264021052746503,-1.4865609073560084
-1.4264733726269392,-1.486579653729157
-1.4265446399792285,-1.4865984001023054
-1.4266159073315174,-1.4866171464754538
-1.4266871746838068,-1.4866358928486023
-1.426758442036096,-1.4866546392217508
-1.426829709388385,-1.4866733855948993
-1.4269009767406742,-1.4866921319680475
-1.4269722440929633,-1.4867108783411958
-1.4270435114452524,-1.4867296247143444
-1.4271147787975416,-1.4867483710874927
-1.4271860461498307,-1.4867671174606412
-1.4272573135021198,-1.4867858638337896
-1.427328580854409,-1.486804610206938
-1.427399848206698,-1.4868233565800866
-1.4274711155589874,-1.486842102953235
-1.4275423829112763,-1.4868608493263833
-1.4276136502635655,-1.4868795956995318
-1.4276849176158546,-1.48689834207268
-1.4277561849681437,-1.4869170884458287
-1.427827452320433,-1.486935834818977
-1.4278987196727222,-1.4869545811921254
-1.4279699870250113,-1.486973327565274
-1.4280412543773005,-1.4869920739384221
-1.4281125217295894,-1.4870108203115706
-1.4281837890818787,-1.487029566684719
-1.4282550564341678,-1.4870483130578676
-1.428326323786457,-1.4870670594310158
-1.428397591138746,-1.4870858058041645
-1.4284688584910352,-1.4871045521773127
-1.4285401258433243,-1.4871232985504612
-1.4286113931956135,-1.4871420449236097
-1.4286826605479028,-1.4871607912967582
-1.4287539279001917,-1.4871795376699064
-1.428825195252481,-1.487198284043055
-1.42889646260477,-1.4872170304162033
-1.4289677299570591,-1.4872357767893518
-1.4290389973093485,-1.4872545231625
-1.4291102646616374,-1.4872732695356485
-1.4291815320139267,-1.487292015908797
-1.4289569775186806,-1.4873268552045222
-1.4287324230234344,-1.4873616945002475
-1.4285078685281882,-1.487396533795973
-1.4282833140329423,-1.487431373091698
-1.4280587595376961,-1.4874662123874234
-1.42783420504245,-1.4875010516831486
-1.427609650547204,-1.4875358909788738
-1.4273850960519576,-1.487570730274599
-1.4271605415567117,-1.4876055695703243
-1.4269359870614655,-1.4876404088660495
-1.4267114325662194,-1.487675248161775
-1.4264868780709734,-1.4877100874575
-1.4262623235757272,-1.4877449267532254
-1.426037769080481,-1.4877797660489505
-1.425813214585235,-1.487814605344676
-1.425588660089989,-1.4878494446404011
-1.4253641055947428,-1.4878842839361264
-1.4251395510994966,-1.4879191232318518
-1.4249149966042507,-1.4879539625275768
-1.4246904421090045,-1.4879888018233023
-1.4244658876137584,-1.4880236411190273
-1.4242413331185122,-1.4880584804147527
-1.4240167786232663,-1.488093319710478
-1.42379222412802,-1.4881281590062032
-1.423567669632774,-1.4881629983019284
-1.423343115137528,-1.488197837597654
-1.4231185606422816,-1.488232676893379
